1950-1-1	-0.044
1950-2-1	-0.554
1950-3-1	-0.692
1950-4-1	-0.475
1950-5-1	-0.309
1950-6-1	-0.494
1950-7-1	-0.348
1950-8-1	-0.22
1950-9-1	-0.631
1950-10-1	-0.59
1950-11-1	-0.227
1950-12-1	-0.027
1951-1-1	0.256
1951-2-1	0.211
1951-3-1	0.259
1951-4-1	-0.513
1951-5-1	-0.138
1951-6-1	-0.19
1951-7-1	-0.22
1951-8-1	0.124
1951-9-1	-0.005
1951-10-1	-0.168
1951-11-1	0.123
1951-12-1	-0.073
1952-1-1	-0.069
1952-2-1	0.08
1952-3-1	0.126
1952-4-1	0.073
1952-5-1	-0.148
1952-6-1	0.02
1952-7-1	-0.43
1952-8-1	-0.463
1952-9-1	-0.607
1952-10-1	-0.546
1952-11-1	-0.171
1952-12-1	-0.03
1953-1-1	0.304
1953-2-1	0.285
1953-3-1	0.188
1953-4-1	-0.054
1953-5-1	0.316
1953-6-1	-0.113
1953-7-1	-0.178
1953-8-1	-0.231
1953-9-1	-0.24
1953-10-1	-0.312
1953-11-1	-0.136
1953-12-1	-0.119
1954-1-1	-0.339
1954-2-1	-0.271
1954-3-1	-0.162
1954-4-1	-0.009
1954-5-1	-0.55
1954-6-1	-0.504
1954-7-1	-0.855
1954-8-1	-0.631
1954-9-1	-0.718
1954-10-1	-0.836
1954-11-1	-0.45
1954-12-1	-0.053
1955-1-1	-0.049
1955-2-1	-0.153
1955-3-1	0.019
1955-4-1	-0.044
1955-5-1	-0.695
1955-6-1	-0.387
1955-7-1	-0.439
1955-8-1	-0.43
1955-9-1	-0.738
1955-10-1	-0.73
1955-11-1	-0.269
1955-12-1	-0.3
1956-1-1	-0.101
1956-2-1	-0.021
1956-3-1	-0.001
1956-4-1	-0.3
1956-5-1	-0.57
1956-6-1	-0.826
1956-7-1	-1.083
1956-8-1	-0.772
1956-9-1	-0.803
1956-10-1	-0.672
1956-11-1	-0.516
1956-12-1	-0.151
1957-1-1	-0.437
1957-2-1	-0.564
1957-3-1	-0.197
1957-4-1	-0.3
1957-5-1	-0.326
1957-6-1	-0.465
1957-7-1	-0.488
1957-8-1	-0.266
1957-9-1	-0.383
1957-10-1	-0.523
1957-11-1	-0.482
1957-12-1	-0.25
1958-1-1	-0.396
1958-2-1	-0.234
1958-3-1	-0.374
1958-4-1	-0.348
1958-5-1	-0.496
1958-6-1	-0.854
1958-7-1	-1.063
1958-8-1	-1.26
1958-9-1	-1.303
1958-10-1	-0.966
1958-11-1	-0.674
1958-12-1	-0.639
1959-1-1	-0.027
1959-2-1	-0.531
1959-3-1	-0.524
1959-4-1	-0.357
1959-5-1	-0.742
1959-6-1	-0.745
1959-7-1	-0.667
1959-8-1	-0.913
1959-9-1	-0.839
1959-10-1	-0.586
1959-11-1	-0.574
1959-12-1	-0.357
1960-1-1	-0.236
1960-2-1	-0.043
1960-3-1	-0.433
1960-4-1	-0.745
1960-5-1	-0.738
1960-6-1	-0.681
1960-7-1	-0.734
1960-8-1	-0.584
1960-9-1	-0.582
1960-10-1	-0.906
1960-11-1	-0.811
1960-12-1	-0.641
1961-1-1	-0.144
1961-2-1	-0.08
1961-3-1	-0.122
1961-4-1	-0.612
1961-5-1	-0.438
1961-6-1	-0.006
1961-7-1	0.63
1961-8-1	0.776
1961-9-1	0.554
1961-10-1	0.457
1961-11-1	0.323
1961-12-1	0.311
1962-1-1	0.512
1962-2-1	0.544
1962-3-1	0.356
1962-4-1	-0.019
1962-5-1	-0.385
1962-6-1	-0.458
1962-7-1	-0.468
1962-8-1	-0.303
1962-9-1	-0.186
1962-10-1	-0.327
1962-11-1	-0.213
1962-12-1	-0.071
1963-1-1	0.329
1963-2-1	0.395
1963-3-1	0.201
1963-4-1	-0.061
1963-5-1	-0.324
1963-6-1	-0.248
1963-7-1	0.212
1963-8-1	0.473
1963-9-1	0.081
1963-10-1	0.432
1963-11-1	0.319
1963-12-1	-0.059
1964-1-1	-0.461
1964-2-1	-0.692
1964-3-1	-0.312
1964-4-1	-0.224
1964-5-1	-0.52
1964-6-1	-0.344
1964-7-1	-0.829
1964-8-1	-0.683
1964-9-1	-0.981
1964-10-1	-1.027
1964-11-1	-0.284
1964-12-1	-0.182
1965-1-1	-0.331
1965-2-1	-0.447
1965-3-1	-0.186
1965-4-1	-0.285
1965-5-1	-0.54
1965-6-1	-0.487
1965-7-1	-0.473
1965-8-1	-0.247
1965-9-1	-0.197
1965-10-1	0.017
1965-11-1	-0.225
1965-12-1	-0.29
1966-1-1	-0.232
1966-2-1	-0.163
1966-3-1	-0.341
1966-4-1	-0.435
1966-5-1	-0.423
1966-6-1	-0.119
1966-7-1	-0.004
1966-8-1	0.129
1966-9-1	0.102
1966-10-1	-0.304
1966-11-1	-0.361
1966-12-1	-0.236
1967-1-1	-0.236
1967-2-1	-0.073
1967-3-1	0.248
1967-4-1	-0.263
1967-5-1	-0.165
1967-6-1	0.044
1967-7-1	0.14
1967-8-1	0.13
1967-9-1	0.145
1967-10-1	0.159
1967-11-1	0.023
1967-12-1	0.054
1968-1-1	0.213
1968-2-1	0.334
1968-3-1	0.154
1968-4-1	0.073
1968-5-1	-0.123
1968-6-1	0.091
1968-7-1	-0.521
1968-8-1	-0.455
1968-9-1	-0.734
1968-10-1	-0.531
1968-11-1	-0.454
1968-12-1	-0.213
1969-1-1	-0.162
1969-2-1	-0.164
1969-3-1	0.06
1969-4-1	-0.051
1969-5-1	-0.166
1969-6-1	-0.626
1969-7-1	-0.407
1969-8-1	-0.35
1969-9-1	-0.248
1969-10-1	-0.2
1969-11-1	-0.004
1969-12-1	-0.085
1970-1-1	0.297
1970-2-1	0.326
1970-3-1	0.068
1970-4-1	0.219
1970-5-1	0.182
1970-6-1	-0.385
1970-7-1	-0.57
1970-8-1	-0.351
1970-9-1	-0.6
1970-10-1	-0.638
1970-11-1	-0.307
1970-12-1	-0.235
1971-1-1	0.198
1971-2-1	0.013
1971-3-1	0.208
1971-4-1	0.24
1971-5-1	-0.074
1971-6-1	-0.236
1971-7-1	-0.354
1971-8-1	-0.547
1971-9-1	-0.746
1971-10-1	-0.629
1971-11-1	0.017
1971-12-1	0.215
1972-1-1	0.143
1972-2-1	-0.216
1972-3-1	0.031
1972-4-1	0.131
1972-5-1	0.157
1972-6-1	0.739
1972-7-1	0.708
1972-8-1	0.511
1972-9-1	0.363
1972-10-1	0.327
1972-11-1	0.671
1972-12-1	0.477
1973-1-1	0.043
1973-2-1	-0.077
1973-3-1	-0.001
1973-4-1	-0.117
1973-5-1	0.085
1973-6-1	-0.225
1973-7-1	-0.495
1973-8-1	-0.607
1973-9-1	-0.773
1973-10-1	-0.449
1973-11-1	-0.157
1973-12-1	0.047
1974-1-1	0.279
1974-2-1	0.156
1974-3-1	0.249
1974-4-1	-0.053
1974-5-1	-0.239
1974-6-1	-0.027
1974-7-1	-0.249
1974-8-1	-0.497
1974-9-1	-0.661
1974-10-1	-0.845
1974-11-1	-0.551
1974-12-1	-0.36
1975-1-1	-0.367
1975-2-1	-0.249
1975-3-1	-0.464
1975-4-1	0.087
1975-5-1	0.066
1975-6-1	0.055
1975-7-1	-0.039
1975-8-1	-0.344
1975-9-1	-0.857
1975-10-1	-1.056
1975-11-1	-0.328
1975-12-1	-0.17
1976-1-1	0.005
1976-2-1	0.077
1976-3-1	0.02
1976-4-1	0.122
1976-5-1	-0.004
1976-6-1	0.369
1976-7-1	0.594
1976-8-1	0.107
1976-9-1	-0.208
1976-10-1	-0.231
1976-11-1	-0.181
1976-12-1	0.028
1977-1-1	-0.003
1977-2-1	-0.261
1977-3-1	0.174
1977-4-1	-0.029
1977-5-1	-0.341
1977-6-1	-0.095
1977-7-1	-0.171
1977-8-1	-0.26
1977-9-1	-0.259
1977-10-1	0.245
1977-11-1	-0.127
1977-12-1	-0.02
1978-1-1	-0.64
1978-2-1	-0.53
1978-3-1	-0.582
1978-4-1	-0.214
1978-5-1	-0.533
1978-6-1	-0.174
1978-7-1	-0.107
1978-8-1	-0.224
1978-9-1	-0.261
1978-10-1	-0.502
1978-11-1	-0.458
1978-12-1	-0.26
1979-1-1	0.317
1979-2-1	-0.158
1979-3-1	-0.034
1979-4-1	-0.207
1979-5-1	-0.444
1979-6-1	0.108
1979-7-1	-0.315
1979-8-1	-0.226
1979-9-1	-0.28
1979-10-1	-0.314
1979-11-1	-0.251
1979-12-1	-0.101
1980-1-1	-0.158
1980-2-1	-0.2
1980-3-1	-0.417
1980-4-1	-0.095
1980-5-1	-0.066
1980-6-1	-0.382
1980-7-1	-0.661
1980-8-1	-0.822
1980-9-1	-0.745
1980-10-1	-0.657
1980-11-1	-0.417
1980-12-1	-0.483
1981-1-1	-0.201
1981-2-1	-0.024
1981-3-1	0.027
1981-4-1	0.092
1981-5-1	-0.018
1981-6-1	-0.24
1981-7-1	-0.56
1981-8-1	-0.628
1981-9-1	-0.757
1981-10-1	-0.606
1981-11-1	-0.328
1981-12-1	-0.019
1982-1-1	0.144
1982-2-1	0.166
1982-3-1	0.054
1982-4-1	0.119
1982-5-1	0.223
1982-6-1	0.255
1982-7-1	0.265
1982-8-1	0.256
1982-9-1	0.442
1982-10-1	0.623
1982-11-1	0.284
